Population	SuperPopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
MGRB	MGRB	-1.60857e-01	-1.16078e-02	3.56292e-02	1.42648e-02	-1.80113e-02	-1.99478e-03	-2.61211e-02	1.16815e-03	-3.67141e-03	4.95272e-03	-2.28803e-02	-8.82664e-03	7.46247e-03	-9.97166e-03	1.53692e-02	-1.74380e-03	6.87266e-03	3.23613e-02	-1.17928e-02	-8.98293e-03
MGRB	MGRB	-1.45466e-01	-1.44338e-02	2.79423e-02	2.88920e-02	-4.13932e-03	-6.54882e-04	-1.72642e-02	3.74906e-03	-6.70406e-04	8.46005e-05	-1.05232e-02	8.31186e-03	-3.17163e-03	-2.62431e-02	-1.59513e-02	-1.06008e-02	-2.06779e-03	2.63410e-02	-7.93787e-03	-5.32750e-03
MGRB	MGRB	-1.60427e-01	-1.44395e-02	2.42315e-02	1.60938e-02	-9.85644e-03	1.63270e-03	-3.37941e-02	-9.68735e-03	-2.01505e-03	1.13535e-02	-1.19789e-02	1.90019e-03	2.03092e-02	9.40295e-03	1.53278e-02	-7.53992e-03	-2.24282e-02	1.66214e-02	-1.47747e-02	-1.05358e-02
MGRB	MGRB	-1.51579e-01	-1.65140e-02	2.65251e-02	2.28127e-02	-8.68851e-03	-6.00296e-03	-3.01520e-02	1.16871e-03	-1.43336e-03	-2.88927e-03	-1.50921e-03	4.23110e-03	-2.15191e-02	6.66777e-03	1.41491e-02	-4.34653e-03	4.47505e-03	-4.32843e-03	-3.26046e-03	3.54724e-02
MGRB	MGRB	-1.59933e-01	-1.41656e-02	2.43522e-02	1.71839e-02	-1.21529e-02	-4.30417e-03	-2.02018e-02	-7.31520e-03	4.52879e-03	-8.80680e-03	-1.77481e-02	-3.37804e-02	-8.33445e-03	-6.66727e-04	-5.51937e-03	-9.62166e-03	-8.95245e-03	1.68981e-02	1.37369e-02	-1.10174e-02
MGRB	MGRB	-1.56365e-01	-1.53411e-02	3.46710e-02	2.04631e-02	-1.54577e-02	-3.33983e-03	-1.88557e-02	5.81294e-03	1.32340e-02	1.40137e-02	-7.68152e-03	-1.97294e-02	-2.32194e-02	-1.05142e-02	1.49846e-02	-2.59375e-03	9.83363e-03	1.59020e-02	5.73093e-03	-7.67539e-03
MGRB	MGRB	-1.58045e-01	-2.21647e-02	3.16644e-02	2.36462e-02	-2.35441e-02	-2.93302e-03	-2.17813e-02	-6.22236e-03	5.57605e-03	1.01553e-02	1.81744e-02	-1.19879e-02	-1.06021e-02	-2.94151e-02	-1.94059e-02	6.94881e-03	-7.15532e-03	1.86841e-02	-2.64795e-02	-1.15888e-02
MGRB	MGRB	-1.59221e-01	-2.22843e-02	2.51066e-02	1.21257e-02	-7.52940e-03	3.21278e-03	-3.48252e-02	-7.12446e-03	-1.22185e-02	1.61285e-02	7.02755e-03	-1.32212e-02	3.45921e-03	-9.44096e-03	-1.21883e-02	-1.89501e-03	1.55308e-02	1.59035e-02	-1.03357e-02	-2.27095e-02
MGRB	MGRB	-1.23754e-01	1.29204e-03	-9.94555e-04	1.57925e-02	-8.72003e-03	1.06186e-03	-2.19966e-02	5.29182e-03	-5.47947e-03	1.35039e-02	-4.31405e-03	-1.18722e-02	-1.18822e-02	7.39806e-03	-1.64254e-03	1.40541e-02	1.47656e-03	7.72370e-03	-1.64320e-03	3.30069e-03
MGRB	MGRB	-1.56405e-01	-1.42170e-02	2.61190e-02	1.68610e-02	-1.81101e-02	-3.25361e-03	-2.09789e-02	-3.85019e-03	-3.90118e-03	2.39603e-02	-1.79530e-02	1.13425e-02	1.58840e-02	3.26445e-03	8.71170e-04	-1.75065e-02	1.35081e-02	-3.25020e-03	2.13238e-02	-1.66021e-03
MGRB	MGRB	-1.53361e-01	-1.69604e-02	2.61543e-02	2.75649e-02	-1.14777e-02	-3.45569e-03	-1.16891e-02	1.02938e-02	-1.11422e-02	2.79805e-03	2.15487e-02	1.38429e-02	-1.34209e-02	9.41938e-03	-1.18584e-02	4.39827e-04	6.25734e-03	5.05463e-03	-3.02688e-02	1.22193e-02
MGRB	MGRB	-1.61578e-01	-1.89943e-02	3.09336e-02	1.43158e-02	-2.30685e-02	-1.06772e-02	-3.63600e-02	-6.16689e-03	1.34884e-03	1.36877e-02	-1.27303e-02	1.35858e-02	1.25915e-02	9.87449e-03	-1.01817e-02	-1.00131e-02	-1.14260e-02	-1.30516e-02	2.90966e-02	1.35609e-03
MGRB	MGRB	-1.55589e-01	-1.21577e-02	3.70916e-02	1.73710e-02	-1.18030e-02	-4.24765e-03	-2.08464e-02	-3.76377e-03	-1.44853e-02	-1.01010e-03	2.22003e-03	-9.19539e-03	1.17166e-02	5.22259e-03	1.85555e-02	1.35438e-02	-1.18552e-02	1.71286e-02	-2.07460e-02	7.36367e-03
MGRB	MGRB	-1.55062e-01	-2.62530e-02	3.00419e-02	1.86446e-02	-4.21653e-03	-8.30623e-03	-2.57344e-02	8.27107e-04	-8.88900e-03	7.97436e-04	7.23041e-03	-1.68842e-02	-6.24846e-03	-7.37025e-03	3.95133e-03	-2.23283e-02	1.00411e-02	1.54494e-03	8.09673e-03	1.12974e-02
MGRB	MGRB	-1.54428e-01	-1.17907e-02	3.51830e-02	1.29018e-02	-9.50110e-03	-1.04799e-02	-2.31445e-02	-7.16823e-03	-7.20835e-03	-5.04842e-03	-1.18160e-02	1.22773e-02	3.10521e-03	-1.76205e-05	1.74894e-02	6.77877e-03	-7.06632e-03	-1.37169e-02	-2.10262e-02	4.10280e-02
MGRB	MGRB	-1.57839e-01	-1.95670e-02	2.76530e-02	1.96727e-02	-1.58227e-02	-1.36276e-02	-1.99402e-02	-8.14124e-03	2.10978e-03	1.34323e-02	-1.05621e-03	-9.57537e-03	7.44573e-04	3.05086e-03	2.67021e-04	1.36248e-02	-1.34583e-02	7.59771e-04	6.26294e-03	2.59124e-03
MGRB	MGRB	-1.52799e-01	-1.78937e-02	3.25972e-02	2.54633e-02	-1.29574e-02	-2.82916e-03	-2.82668e-02	-1.08409e-02	-6.51857e-03	-3.04080e-04	-2.21703e-02	-1.05751e-02	7.42740e-03	1.48164e-02	-1.27990e-02	-4.96563e-03	1.23712e-02	-2.87376e-02	5.78907e-03	-4.51816e-03
MGRB	MGRB	-1.61273e-01	-1.64922e-02	3.09474e-02	1.51173e-02	-1.07226e-02	-1.01982e-03	-3.12505e-02	2.84354e-03	-8.24999e-03	-5.82421e-03	-1.31963e-02	2.10009e-03	7.91188e-04	9.15323e-03	1.96707e-03	-1.86814e-04	1.31672e-03	-2.55072e-02	-1.85485e-04	-1.86770e-02
MGRB	MGRB	-1.50429e-01	-1.76739e-02	2.73213e-02	2.22920e-02	-8.63453e-03	-6.31368e-03	-2.15182e-02	8.98139e-03	2.59788e-03	1.10075e-02	-8.05100e-03	-2.07874e-02	-8.03504e-04	1.27338e-03	-1.58254e-02	6.70467e-03	8.93293e-03	-1.34247e-02	1.48171e-03	3.10443e-03
MGRB	MGRB	-1.53264e-01	-1.03435e-02	2.98402e-02	1.62706e-02	-8.26081e-03	7.79326e-04	-2.34503e-02	1.18493e-03	9.41922e-03	3.14415e-03	-1.82494e-02	8.89517e-03	4.35354e-03	-5.92517e-03	9.68648e-03	-2.19545e-02	-1.96959e-02	-8.73356e-03	-1.67816e-02	-1.23796e-02
MGRB	MGRB	-1.63111e-01	-1.85653e-02	2.64501e-02	1.06985e-02	-1.54152e-02	1.37324e-04	-2.33348e-02	5.98802e-03	1.00268e-03	-1.11934e-02	-1.31553e-02	7.09974e-03	3.35051e-04	-3.65454e-04	7.08335e-03	-2.22899e-02	-1.49211e-03	-7.56545e-03	-2.45097e-02	-9.31637e-03
MGRB	MGRB	-1.51418e-01	-1.45303e-02	2.38375e-02	1.22347e-02	-3.70826e-03	-1.50133e-02	-2.27490e-02	1.00721e-02	-3.20417e-03	6.59232e-03	-7.20689e-03	-2.92899e-02	-1.60841e-03	-1.00260e-03	2.54976e-03	-1.05936e-02	-7.40032e-03	-5.99286e-03	5.87422e-03	9.60834e-04
MGRB	MGRB	-1.70331e-01	-1.66483e-02	3.12987e-02	1.90289e-02	-6.51408e-03	7.78013e-04	-7.39551e-03	9.02719e-03	1.05373e-03	4.15173e-03	1.35691e-02	9.87485e-03	-6.06627e-03	7.70719e-03	1.86010e-02	2.06404e-02	2.80493e-03	1.69045e-02	1.17196e-03	-5.89522e-03
MGRB	MGRB	-1.55078e-01	-2.39410e-02	2.20797e-02	1.59688e-02	-5.10871e-03	-1.48471e-02	-3.33792e-02	-7.25118e-03	4.34743e-03	-6.33638e-03	-1.00891e-02	1.75477e-02	1.18824e-02	1.00895e-03	8.29155e-03	1.00651e-02	-1.33056e-02	-5.58798e-03	1.98854e-02	-4.29322e-03
MGRB	MGRB	-1.56180e-01	-1.77446e-02	2.62473e-02	2.08726e-02	-1.66291e-02	-4.31112e-03	-7.79100e-04	1.88993e-03	1.51626e-02	6.02538e-03	1.76642e-03	-1.39494e-02	9.95125e-03	-1.03018e-02	1.72220e-02	-1.00766e-02	-1.35672e-03	-3.42493e-03	1.75915e-02	4.79963e-03
MGRB	MGRB	-1.51592e-01	-1.06023e-02	2.34614e-02	2.38861e-02	-2.75597e-02	-3.66893e-03	-2.16681e-02	3.80282e-03	-1.56114e-02	-9.15685e-03	6.30247e-03	4.49064e-03	2.56701e-02	4.43384e-03	-3.12413e-04	-9.81507e-03	4.99710e-03	-6.82682e-03	3.34063e-02	-1.53405e-02
MGRB	MGRB	-1.53258e-01	-1.86101e-02	3.03343e-02	2.06353e-02	-1.57961e-02	-5.59900e-03	-6.72820e-03	-1.01761e-02	-3.21580e-03	-1.49365e-02	-8.57486e-03	1.18989e-02	8.81318e-03	6.69551e-04	1.51985e-02	-7.16580e-03	-1.24743e-02	2.06754e-02	-8.04160e-03	1.32111e-03
MGRB	MGRB	-1.57576e-01	-2.35303e-02	3.39492e-02	1.88316e-02	-9.64955e-03	-9.56058e-03	-1.18435e-02	-3.08774e-03	4.38454e-03	1.67436e-02	-1.89825e-03	1.07223e-02	1.24035e-02	-6.31566e-03	1.13127e-02	1.36931e-02	7.12392e-03	-1.29671e-02	-7.64265e-03	-2.10622e-02
MGRB	MGRB	-1.56880e-01	-2.08150e-02	3.12095e-02	1.92043e-02	-9.18847e-03	-4.45279e-03	-2.26965e-02	3.48039e-03	5.45617e-03	-1.22111e-02	-1.70233e-03	-3.52969e-04	6.58812e-03	-2.85692e-02	4.76568e-03	4.07465e-03	-8.70252e-03	-1.50364e-02	3.29410e-02	1.56743e-02
MGRB	MGRB	-1.55353e-01	-9.76023e-03	2.79931e-02	1.78051e-02	-1.44362e-02	-1.32558e-02	-2.05405e-02	2.31203e-03	5.47779e-03	-1.21346e-02	6.28073e-03	-9.79812e-04	9.80995e-04	5.38412e-03	3.13128e-03	-9.33501e-03	8.39941e-04	3.11371e-03	-2.96307e-03	6.73072e-03
MGRB	MGRB	-1.48338e-01	-2.26206e-02	3.30096e-02	1.87301e-02	-3.40531e-03	-5.35878e-03	-3.11396e-02	-5.39567e-04	-1.25243e-03	1.51764e-02	1.40513e-02	1.20122e-02	-1.14918e-02	3.52029e-03	6.96747e-03	7.42078e-03	2.48993e-02	3.31910e-03	2.48235e-02	-6.40743e-03
MGRB	MGRB	-1.57297e-01	-1.98668e-02	3.12995e-02	1.91882e-02	-4.88066e-03	9.91384e-04	-1.36669e-02	5.22298e-03	7.72617e-03	-5.49233e-03	1.23640e-02	1.41411e-02	8.56433e-03	-7.63154e-03	-7.01899e-03	1.50967e-02	-7.58264e-04	-1.21838e-02	2.42412e-02	2.41443e-02
MGRB	MGRB	-1.54138e-01	-1.92487e-02	3.12811e-02	2.02463e-02	-2.10356e-02	-2.88574e-03	-3.21726e-02	-8.96357e-03	6.05703e-03	-4.98623e-03	-1.66750e-02	2.39884e-04	3.94396e-04	4.24849e-03	2.77906e-03	1.55641e-02	-2.94830e-03	-1.25137e-02	-7.90842e-03	3.77051e-03
MGRB	MGRB	-1.64979e-01	-2.46027e-02	2.88544e-02	1.69230e-02	-1.66850e-02	-1.08897e-02	-2.40093e-02	-8.89722e-03	-5.80928e-03	-8.44090e-04	-1.32402e-02	-8.17848e-03	8.71998e-03	4.93674e-03	2.29003e-02	-2.16683e-02	1.07107e-02	-2.01768e-02	-6.96601e-03	-2.51595e-02
MGRB	MGRB	-1.53410e-01	-2.26045e-02	3.44087e-02	8.94493e-03	-4.83223e-03	-3.53268e-03	-1.92239e-02	1.43186e-04	-2.77319e-03	5.08949e-03	-3.17207e-03	7.13904e-03	-1.01570e-03	-2.80254e-03	1.04536e-02	-5.14059e-03	-1.17464e-02	-1.28170e-02	5.11555e-03	2.58141e-02
MGRB	MGRB	-1.55296e-01	-1.83334e-02	2.76165e-02	1.67589e-02	-2.69987e-03	1.67096e-03	-1.92955e-02	-6.38315e-03	-7.89054e-03	-2.54350e-03	-1.23106e-02	-5.47336e-03	4.81170e-03	2.81114e-02	-6.18442e-04	2.04062e-02	5.55083e-03	-1.94721e-02	-5.30947e-03	2.81818e-02
MGRB	MGRB	-1.53963e-01	-1.77236e-02	3.06440e-02	1.77946e-02	-3.84681e-03	-6.46359e-03	-1.24993e-02	-2.45562e-03	-9.89133e-04	1.18994e-02	1.50194e-02	7.10903e-03	-1.03964e-03	6.48779e-03	-1.68298e-03	-8.56359e-03	1.13342e-02	-4.75360e-03	7.54014e-03	1.27700e-02
MGRB	MGRB	-1.48214e-01	-2.31961e-02	2.62706e-02	2.24622e-02	4.30946e-02	7.83680e-03	3.37634e-02	-4.83621e-04	2.45657e-04	7.85331e-03	1.33349e-02	4.58229e-03	1.13974e-02	2.87828e-02	-7.94002e-03	8.32596e-03	4.20937e-03	-1.30632e-02	1.52504e-02	5.77253e-03
MGRB	MGRB	-1.56484e-01	-1.32283e-02	2.49862e-02	1.45636e-02	-6.49466e-03	5.59037e-04	-1.29605e-02	1.00398e-02	-9.11289e-03	4.03512e-03	-3.02289e-03	1.06214e-02	-4.36191e-03	-1.63031e-02	-7.58705e-03	-9.93951e-03	2.58733e-02	1.79613e-02	-2.22869e-03	6.26526e-03
MGRB	MGRB	-1.46076e-01	-1.55467e-02	2.91549e-02	1.85401e-02	-1.28567e-02	-4.88144e-04	-2.15856e-02	3.05211e-03	1.48950e-02	-9.26427e-03	1.91347e-03	1.31951e-02	-1.53602e-02	-1.08103e-02	-1.48448e-02	4.87052e-03	2.96071e-02	2.86115e-02	-2.05403e-03	-6.59071e-03
MGRB	MGRB	-1.51629e-01	-1.67033e-02	2.88902e-02	1.45336e-02	-1.61169e-02	-1.17766e-02	-3.31450e-02	3.75270e-03	-1.12833e-02	-9.66179e-03	8.72806e-03	-4.62110e-03	1.88369e-02	1.39848e-03	-2.53543e-02	1.34021e-02	-6.15987e-03	1.29159e-02	4.02724e-03	1.71347e-02
MGRB	MGRB	-1.60934e-01	-1.71581e-02	3.02158e-02	1.53471e-02	-1.83679e-02	-1.18374e-02	-2.39722e-02	-4.76648e-04	-2.88547e-03	-1.38201e-03	2.86823e-03	3.70753e-03	1.18521e-03	1.43023e-02	1.95626e-02	-5.67307e-03	1.33447e-02	-1.34572e-02	-2.18536e-02	-1.85791e-02
MGRB	MGRB	-1.48893e-01	-1.16844e-02	2.97504e-02	1.99424e-02	-1.77260e-02	-6.38977e-03	-2.17641e-02	1.66242e-03	6.69677e-03	3.92308e-04	-3.23609e-03	-8.58460e-03	2.53845e-02	-1.52153e-02	8.39563e-03	-2.62594e-03	-1.94840e-02	-1.68289e-02	1.72779e-02	-6.29384e-03
MGRB	MGRB	-1.49732e-01	-1.51688e-02	3.38826e-02	1.67502e-02	-1.98448e-02	-1.69772e-03	-2.17061e-02	7.70294e-04	-6.05897e-04	2.43774e-02	-2.61104e-03	-7.27532e-03	6.61058e-03	5.15694e-03	7.20551e-03	9.29118e-03	1.21053e-02	1.30441e-02	4.96955e-04	4.71714e-03
MGRB	MGRB	-1.53282e-01	-1.78921e-02	2.17314e-02	1.42507e-02	-8.58713e-02	-1.01006e-02	3.20522e-02	-1.54422e-03	-3.30706e-03	8.59866e-04	-2.20492e-03	-8.63393e-03	1.07341e-02	-4.13923e-03	-2.68486e-03	-2.07402e-02	1.94097e-02	-5.47312e-03	-1.18920e-02	-1.35282e-02
MGRB	MGRB	-1.37292e-01	-3.19428e-02	7.17611e-03	2.19285e-02	1.24593e-01	2.31837e-02	5.21235e-02	-1.99121e-03	-8.11137e-03	1.81142e-04	6.63291e-02	3.73966e-02	2.65643e-02	-1.12245e-02	2.46872e-02	8.28339e-03	-2.15178e-02	1.51647e-02	-7.54075e-03	-5.28590e-03
MGRB	MGRB	-1.52340e-01	-1.35399e-02	2.65209e-02	8.32803e-03	-7.30803e-03	-7.82237e-03	-3.53459e-02	-7.68986e-03	2.17262e-03	1.15045e-02	8.26405e-03	4.48736e-03	1.06375e-02	1.33370e-02	1.28044e-02	-3.79922e-03	-1.81803e-03	-9.15676e-03	4.67812e-03	-1.40049e-02
MGRB	MGRB	-1.37372e-01	-2.06068e-02	2.25439e-02	1.16442e-02	-1.47037e-02	-1.24105e-02	-2.30326e-02	-1.20939e-02	-1.17311e-02	8.04274e-03	5.11737e-03	4.80690e-03	2.35521e-03	2.39717e-03	-3.13725e-03	-2.05298e-03	1.72063e-02	2.03001e-04	-2.14530e-02	-2.37715e-02
MGRB	MGRB	-1.55003e-01	-1.62681e-02	2.70133e-02	2.35373e-02	6.01219e-04	6.27857e-03	-7.87930e-03	-7.35125e-03	-1.23680e-04	-6.40886e-03	4.26957e-03	8.63162e-03	4.34498e-03	-6.05368e-03	-4.32994e-03	4.21697e-03	2.72744e-02	-1.57972e-02	2.02197e-02	3.65110e-02
MGRB	MGRB	-1.57149e-01	-2.23517e-02	3.41023e-02	1.41007e-02	-1.68826e-02	-1.90145e-04	-5.08887e-02	3.18508e-03	-2.13768e-03	8.05068e-03	2.71496e-03	-1.87544e-02	-2.64908e-03	-1.06039e-02	8.94538e-03	-4.74614e-03	2.69355e-02	-9.97973e-03	-1.11305e-02	4.60467e-03
MGRB	MGRB	-1.45829e-01	-3.32781e-02	3.28020e-02	1.19719e-02	-9.19390e-03	-1.22147e-02	-1.38201e-02	-6.33060e-03	1.42309e-02	-3.82841e-03	5.92079e-03	5.66604e-03	5.74186e-03	1.86506e-02	-1.31213e-02	-1.90897e-02	8.86982e-03	-1.04806e-02	4.62476e-03	2.94959e-03
MGRB	MGRB	-1.59046e-01	-1.60458e-02	2.91171e-02	1.82985e-02	-1.75250e-02	-1.23880e-02	-2.58976e-02	-6.66530e-03	-1.33301e-02	5.16779e-03	-1.08011e-02	1.61961e-02	-4.33302e-03	-8.00472e-03	2.86003e-03	-5.09568e-03	-5.89464e-04	2.05138e-02	1.06903e-02	-2.38710e-02
MGRB	MGRB	-1.52783e-01	-1.03193e-02	2.64357e-02	2.18394e-02	-2.67071e-03	-7.57367e-03	-2.45710e-02	-3.33491e-03	1.56259e-02	-8.54935e-03	-2.56083e-03	-8.16957e-03	1.52185e-02	2.69966e-03	-9.35178e-03	-8.69969e-03	-1.94637e-02	1.23420e-02	-6.74290e-03	-1.93174e-02
MGRB	MGRB	-1.57169e-01	-1.42685e-02	3.56075e-02	1.45724e-02	-1.26021e-02	-3.18729e-03	-2.86947e-02	1.35837e-02	-1.14296e-02	7.19100e-03	-1.36635e-02	-1.21900e-02	-1.41510e-03	8.22684e-03	-1.54357e-02	3.51048e-03	2.89477e-03	-1.20955e-02	-3.18584e-03	2.52228e-02
MGRB	MGRB	-1.52340e-01	-6.32574e-03	2.42102e-02	2.39513e-02	-1.03494e-02	-7.55069e-03	-4.27230e-02	4.95977e-04	-3.96555e-03	9.13510e-03	1.11892e-02	-2.67379e-02	-2.65347e-05	4.90677e-03	-1.02214e-02	-2.07254e-02	3.42720e-02	2.19277e-02	-3.53337e-03	2.14916e-02
MGRB	MGRB	-1.49946e-01	-1.92835e-02	2.51887e-02	1.44783e-02	-1.66615e-02	-3.80014e-03	-3.86546e-02	-4.17032e-03	8.34490e-03	3.80948e-03	-1.58460e-02	-2.23771e-02	4.61820e-04	1.05514e-02	2.07792e-02	-2.33501e-02	2.48046e-02	-2.69633e-03	3.20802e-03	-9.13948e-03
MGRB	MGRB	-1.54207e-01	-2.12169e-02	3.28356e-02	1.73866e-02	-5.81166e-03	2.87808e-04	-3.13776e-02	-1.08969e-02	-1.19205e-02	-3.50414e-03	-2.26342e-03	-6.12719e-03	2.59803e-04	1.47355e-02	3.05544e-03	8.40923e-03	-8.53587e-03	6.58002e-03	-6.80766e-03	8.30503e-03
MGRB	MGRB	-1.57340e-01	-2.26798e-02	2.48136e-02	2.23777e-02	-2.14095e-02	-3.83982e-04	-2.69779e-02	-5.19588e-03	3.27894e-03	-1.45821e-02	-2.24567e-04	1.00616e-02	9.81160e-03	-8.96367e-03	2.04506e-03	-2.57595e-03	2.46031e-02	7.07975e-04	-4.72104e-03	-2.27531e-02
MGRB	MGRB	-1.54635e-01	-1.61034e-02	2.83375e-02	1.10012e-02	-1.98329e-02	-1.08998e-02	-2.26890e-02	-6.16343e-03	7.63017e-03	-1.98530e-03	5.98783e-04	5.78283e-03	3.21218e-03	1.47401e-02	-1.29876e-02	-5.97617e-03	-1.48366e-03	5.47453e-03	-2.27526e-02	4.86357e-02
MGRB	MGRB	-1.53748e-01	-1.27905e-02	3.38224e-02	1.82920e-02	-1.48890e-02	-3.58460e-03	-3.92136e-02	-2.42647e-03	3.77342e-03	1.02397e-03	4.70478e-03	-2.35934e-03	-5.42534e-03	6.32633e-03	9.76822e-03	-7.10448e-03	1.59464e-03	3.35855e-03	1.11627e-02	8.85066e-04
MGRB	MGRB	-1.55388e-01	-1.23857e-02	2.63075e-02	1.61958e-02	-5.92516e-03	-6.94205e-03	-1.22500e-02	5.48647e-03	2.06447e-03	-1.59687e-04	4.32976e-03	2.73386e-03	-9.48782e-03	6.36216e-03	1.13103e-02	-1.13820e-02	2.65546e-02	-5.67797e-03	3.83446e-03	3.90540e-02
MGRB	MGRB	-1.51614e-01	-2.37919e-02	3.24424e-02	1.77781e-02	-1.42311e-02	-6.72807e-03	-1.34000e-02	1.25967e-02	1.11920e-02	1.00734e-02	1.17546e-03	-9.61391e-03	8.07148e-03	-2.09536e-02	8.87024e-03	-9.57813e-03	-2.65701e-02	-1.65754e-02	5.92193e-03	3.77225e-02
MGRB	MGRB	-1.55946e-01	-1.79434e-02	3.90971e-02	1.90983e-02	-1.36399e-02	2.87236e-04	-2.83603e-02	-1.02738e-02	-3.07547e-04	4.32739e-03	-1.95313e-02	5.18330e-03	4.70392e-03	1.87591e-03	3.03767e-03	2.74197e-02	1.20204e-02	-7.71126e-04	9.78404e-03	-1.06033e-03
MGRB	MGRB	-1.57757e-01	-1.48824e-02	3.05005e-02	1.43189e-02	-2.81760e-02	3.92878e-04	-8.53421e-03	6.56656e-03	1.21433e-03	1.31578e-02	9.77963e-03	1.13465e-02	-8.58572e-03	8.48678e-03	1.18800e-02	-2.27310e-02	-5.31108e-03	-2.45620e-02	-7.28376e-04	-3.33199e-03
MGRB	MGRB	-1.61217e-01	-1.69449e-02	2.69950e-02	2.45864e-02	-1.44190e-02	2.42510e-03	-2.19547e-02	-1.40645e-02	5.45001e-03	-3.84907e-03	-6.44890e-04	9.76850e-04	-4.97830e-03	6.08072e-03	-6.51413e-03	-9.41923e-03	9.37913e-03	1.55451e-02	-1.88979e-03	1.52908e-02
MGRB	MGRB	-1.58493e-01	-2.45418e-02	3.44008e-02	1.66167e-02	-2.03715e-02	8.00208e-03	-1.52880e-02	6.20279e-03	7.98081e-05	-1.53808e-04	1.67063e-02	-2.82982e-03	8.62069e-03	1.74509e-03	-2.16173e-03	1.09510e-02	1.48884e-03	4.59215e-03	2.93946e-02	1.11880e-02
MGRB	MGRB	-1.57190e-01	-1.51953e-02	3.44079e-02	1.67737e-02	-8.36641e-03	-5.30164e-03	-2.15496e-02	-3.32435e-03	-2.89129e-03	-5.90454e-03	-4.70922e-03	8.47787e-03	4.33938e-03	2.24316e-02	-6.84498e-03	-1.11942e-02	1.00381e-03	1.95129e-02	-2.69428e-02	-2.21615e-03
MGRB	MGRB	-1.56068e-01	-2.37117e-02	3.39265e-02	1.74810e-02	-1.43311e-02	-4.86036e-03	-4.43008e-02	-1.92059e-03	6.75597e-03	1.50516e-02	5.21311e-03	2.11825e-03	-2.50160e-03	2.70893e-04	1.48207e-02	-1.60855e-03	1.35211e-02	9.47356e-03	-2.64994e-02	1.86907e-02
MGRB	MGRB	-1.57147e-01	-1.85096e-02	3.03954e-02	1.47761e-02	-1.48445e-02	-5.82603e-03	-2.58713e-02	8.56458e-03	1.48637e-02	2.03046e-03	-2.98209e-02	5.93993e-03	-1.38300e-02	-7.16100e-03	-1.94995e-02	1.61298e-03	-8.77018e-03	-6.06986e-04	8.79099e-03	-7.95480e-03
MGRB	MGRB	-1.55665e-01	-2.13369e-02	2.77787e-02	1.86214e-02	-1.80531e-02	-8.88949e-03	-2.50359e-02	1.27379e-03	7.55476e-03	-2.71669e-03	6.31901e-03	-1.15935e-03	4.12585e-03	2.09952e-03	1.47157e-02	9.26792e-03	4.34867e-03	2.58415e-02	9.77445e-03	2.24456e-02
MGRB	MGRB	-1.55233e-01	-1.63602e-02	3.78282e-02	1.90983e-02	-2.69872e-02	-3.57382e-03	-1.68332e-02	-8.09502e-03	6.83738e-03	5.83777e-03	-1.23155e-02	-4.81179e-03	1.00029e-04	3.86670e-04	1.45117e-02	2.70594e-03	1.15993e-03	-1.35795e-04	-9.12633e-03	-3.17320e-02
MGRB	MGRB	-1.52114e-01	-1.60163e-02	3.67284e-02	2.04837e-02	-1.91005e-02	-5.02818e-03	-3.75961e-02	3.62296e-03	1.36341e-02	-2.55763e-03	4.09246e-03	1.01912e-02	2.21527e-02	-7.61808e-04	-1.01846e-02	1.15116e-03	4.08909e-03	-5.04443e-03	9.53878e-04	-5.82644e-03
MGRB	MGRB	-1.56811e-01	-2.38594e-02	2.96320e-02	1.58041e-02	-1.33313e-02	-7.25739e-03	-3.05706e-02	-5.21331e-03	2.24763e-03	3.87267e-03	2.64762e-03	-9.59610e-03	1.61187e-02	-7.53159e-04	1.18751e-02	1.40719e-02	-3.80697e-03	5.42069e-03	-4.00724e-03	1.65957e-02
MGRB	MGRB	-1.59372e-01	-1.16510e-02	3.17038e-02	1.73499e-02	-2.71612e-02	-4.57755e-03	-2.29132e-02	-9.62119e-03	9.40688e-03	1.63806e-03	-1.93298e-02	3.60232e-03	-2.68418e-02	-1.83230e-02	-3.43162e-03	1.66094e-02	2.96922e-02	-4.22949e-04	1.42412e-02	3.50132e-02
MGRB	MGRB	-1.62060e-01	-8.50156e-03	1.94925e-02	1.35828e-02	-1.04173e-02	-1.29490e-02	-1.23244e-02	1.39510e-02	-2.19930e-02	-9.87759e-03	1.24194e-02	9.17184e-03	2.27506e-03	-2.71587e-04	-6.52850e-03	6.72272e-04	3.09876e-02	-1.16527e-02	-3.01615e-03	3.46706e-02
MGRB	MGRB	-1.54796e-01	-2.63948e-02	3.59564e-02	2.48016e-02	-4.02125e-03	5.27338e-03	-2.06661e-02	8.35658e-03	3.46721e-03	-7.15917e-03	5.64141e-03	7.49127e-03	1.06382e-02	1.15058e-02	-2.29231e-02	-1.38580e-03	-5.80885e-03	2.15874e-02	-2.60436e-02	1.44079e-02
